generated_passage|Question|Answer
The tale of the war that shattered the mighty Mahratta confederacy is a gripping chapter in the series of battles that, initiated by Clive, culminated in firmly establishing our grand dominion in the Indian Peninsula. At the outset of the conflict, the Mahrattas held sway over a considerable expanse of India, stretching from Bombay to Delhi and extending from Rajputana to Allahabad. Their domain also encompassed the region of Cuttack in the south, effectively dividing Madras from Calcutta. The internal rivalries among the Mahratta leaders, Holkar and Scindia, along with their conflicts with the Peishwa at Poona, greatly aided the British forces. These divisions enabled the British to liberate a significant portion of India from the Mahrattas, a people characterized by treachery, cruelty, and a lack of valor in the face of British military might.|['1. What was the main consequence of the internal rivalries among the Mahratta leaders, Holkar and Scindia, along with their conflicts with the Peishwa at Poona?\nA) Strengthening of the Mahratta confederacy\nB) Weakening of the British forces\nC) Liberation of a significant portion of India by the British\nD) Expansion of Mahratta territory\nE) Establishment of peace between the Mahrattas and the British', '2. How did the internal rivalries among the Mahratta leaders contribute to the British success in India?\nA) By forming a stronger alliance against the British\nB) By aiding the Mahrattas in expanding their territory\nC) By fostering unity and cooperation among the Mahrattas\nD) By dividing the Mahratta forces and weakening their resistance\nE) By leading to the defeat of the British forces', '3. What was the extent of the Mahratta domain at the beginning of the conflict?\nA) From Madras to Bombay\nB) From Delhi to Rajputana\nC) From Cuttack to Calcutta\nD) From Allahabad to Poona\nE) From Bombay to Delhi and from Rajputana to Allahabad', '4. What characteristics are attributed to the Mahrattas in the passage?\nA) Unity and courage\nB) Treachery, cruelty, and lack of valor\nC) Honesty and bravery\nD) Humility and cooperation\nE) Wisdom and strength', '5. What role did Clive play in the series of battles mentioned in the passage?\nA) He led the Mahratta forces\nB) He initiated the conflicts between the Mahrattas and the British\nC) He established the Mahratta confederacy\nD) He aided the Mahrattas in their expansion\nE) He culminated in firmly establishing the British dominion in the Indian Peninsula']|['C) Liberation of a significant portion of India by the British', 'D) By dividing the Mahratta forces and weakening their resistance', 'E) From Bombay to Delhi and from Rajputana to Allahabad', 'B) Treachery, cruelty, and lack of valor', 'E) He culminated in firmly establishing the British dominion']
It is alarming that their progress is so slow. The entire operation has been a terrible mistake. To burden a force of four thousand soldiers with around thirty thousand camp followers and a train of nineteen thousand bullocks is the most absurd thing I have ever heard of. The mismanagement is evident. The conduct of the Mahrattas has been questionable, and the Governor General and Council in Calcutta strongly disapprove of the Council in Bombay. The actions in supporting Rugoba, who was involved in nefarious activities, were highly criticized. The situation worsened as a regency was formed under Gunga Bye, the widow of the murdered Peishwa, leading to conflicting loyalties. The decision to assist Rugoba was ill-conceived, and the subsequent capture of Salsette and Tannah further escalated tensions. The force's slow progress and excessive baggage make success highly unlikely in the face of the united Mahratta confederacy. The Major and his subordinate discuss the precarious situation, hoping for a positive outcome despite the unfavorable circumstances.|"['1. What is the main concern regarding the progress of the force?\nA) Inadequate training\nB) Excessive baggage\nC) Lack of supplies\nD) Unfavorable weather conditions\nE) Poor communication', ""2. Who strongly disapproves of the Council in Bombay's actions?\nA) The Governor General and Council in Calcutta\nB) The Mahrattas\nC) Rugoba\nD) Gunga Bye\nE) The soldiers"", '3. What was the outcome of supporting Rugoba according to the passage?\nA) Success and victory\nB) Increased tensions\nC) Improved relations with the Mahrattas\nD) Peaceful resolution\nE) Enhanced military strength', '4. Who was involved in nefarious activities according to the passage?\nA) The Governor General\nB) The soldiers\nC) Rugoba\nD) Gunga Bye\nE) The Major', '5. What is the Major and his subordinate hoping for despite the unfavorable circumstances?\nA) Surrender of the Mahrattas\nB) Assistance from the Council in Bombay\nC) A regency under Gunga Bye\nD) A positive outcome\nE) Further escalation of tensions', '6. What was the most absurd thing mentioned in the passage?\nA) The slow progress of the force\nB) The conduct of the Mahrattas\nC) The decision to assist Rugoba\nD) The capture of Salsette and Tannah\nE) The formation of a regency under Gunga Bye']"|['B) Excessive baggage', 'A) The Governor General and Council in Calcutta', 'B) Increased tensions', 'C) Rugoba', 'D) A positive outcome', 'C) The decision to assist Rugoba']
Tomorrow, I will send Mary and the child to Bombay for safety. It is wise to protect them during these turbulent times. The next morning, chaos erupted as the camp was attacked. The major, his friend, and Mrs. Lindsay were tragically killed. The ayah, who cared for the child, hid him under the tent wall to save him. The Mahrattas looted the camp, but the ayah, recognizing one of them, was able to keep the child safe. She decided to disguise the child to protect him, staining his skin so he wouldn't be recognized as white. Despite the risks, she carried the child up the mountains to safety. The Mahratta leader, Sufder, helped her, giving her money and a dagger as a token of their kinship.|"['1. What did the ayah do to protect the child from being recognized during the attack?\nA) Hid him under the tent wall\nB) Sent him to Bombay\nC) Gave him money and a dagger\nD) Left him alone in the camp\nE) Disguised him as a soldier', '2. Why did the major decide to send Mary and the child to Bombay?\nA) To join a military camp\nB) To protect them during turbulent times\nC) To meet with the Mahratta leader\nD) To start a new life in a different city\nE) To hide from Mrs. Lindsay', '3. Who helped the ayah in carrying the child up the mountains to safety?\nA) Mrs. Lindsay\nB) The major\nC) Sufder, the Mahratta leader\nD) The child himself\nE) The friend of the major', '4. What did the Mahrattas do during the attack on the camp?\nA) Protected the camp\nB) Helped the ayah\nC) Tragically killed the major\nD) Lied about their identity\nE) Looted the camp', ""5. Why did the ayah decide to stain the child's skin?\nA) To make him look older\nB) To make him unrecognizable as white\nC) To match her own skin color\nD) To make him look like a Mahratta\nE) To hide his identity from the major"", '6. What did Sufder give to the ayah as a token of their kinship?\nA) A sword\nB) Money and a dagger\nC) A map to safety\nD) A horse\nE) A letter of recommendation']"|['A) Hid him under the tent wall', 'B) To protect them during turbulent times', 'C) Sufder, the Mahratta leader', 'E) Looted the camp', 'B) To make him unrecognizable as white', 'B) Money and a dagger']
Soyera embarked on her journey, explaining her background to villagers along the way. She mentioned her recent loss and her return home due to the impending conflict between the English and the Mahrattas. Despite the war talk, she diverted any suspicions by stating she was heading towards Jooneer and not Poona. She was later persuaded to stay at Anundee's house, despite initial reluctance from the household. The next day, she set off to find her brother Ramdass, eager to reunite with him. Upon reaching his farm, she was warmly greeted by her brother's two young sons. Soyera expressed her positive impressions of the English, noting their fairness and trustworthiness compared to the local rulers who often resorted to harsh punishments and power struggles. Ramdass raised concerns about the oppressive practices in the region, contrasting them with the more just governance in Bombay. Soyera highlighted the differences in justice systems and treatment of individuals between the English and the Mahrattas, emphasizing the benefits of the former's rule.|"['1. What did Soyera mention to villagers along the way?\nA) Her plans to start a new business\nB) Her recent loss and return home due to impending conflict\nC) Her desire to join the Mahrattas in the war\nD) Her intention to move to Poona\nE) Her interest in local gossip', '2. Why did Soyera divert suspicions by stating she was heading towards Jooneer and not Poona?\nA) To avoid attracting attention from the English\nB) To throw off any potential spies\nC) To visit a friend in Jooneer\nD) To find a new job opportunity\nE) To explore a new market for her goods', ""3. What was the initial reaction of Anundee's household to Soyera staying at their house?\nA) Excitement\nB) Warm welcome\nC) Indifference\nD) Suspicion\nE) Fear"", '4. What positive impressions did Soyera express about the English?\nA) Their military strength\nB) Their cuisine\nC) Their fairness and trustworthiness\nD) Their fashion sense\nE) Their language skills', ""5. What concerns did Ramdass raise about the region's governance?\nA) Lack of entertainment options\nB) Oppressive practices\nC) Excessive rainfall\nD) High taxes\nE) Shortage of food supplies"", ""6. What did Soyera emphasize about the differences between the English and the Mahrattas?\nA) Their similar governing styles\nB) The benefits of the Mahrattas' rule\nC) The English's harsh punishments\nD) The Mahrattas' fairness\nE) The benefits of the English's rule""]"|"['B) Her recent loss and return home due to impending conflict', 'A) To avoid attracting attention from the English', 'D) Suspicion', 'C) Their fairness and trustworthiness', 'B) Oppressive practices', ""E) The benefits of the English's rule""]"
Ramdass agreed that the princes in power would not hesitate to eliminate anyone obstructing their path. He found it strange that even the Brahmins, who value all life, support rulers who have taken many lives. Ramdass acknowledged that oppression and conflict among rulers were common not only in the Deccan but also in other regions like the Nizam's dominions, Mysore, Oude, and Delhi. He contrasted the English rule in Bombay, which seemed wise and reluctant to take lives, with the actions of local princes who engaged in warfare. Ramdass discussed the English strategy to support a friendly prince in Poonah to prevent potential threats from other powerful Mahratta rulers like Holkar and Scindia. He highlighted the English belief in the divisions among Mahratta rulers and their success in battles around Madras and Bengal. Ramdass's wife, Soyera, expressed skepticism about the English defeating the Mahrattas, given the latter's military strength and history of conquests. However, she also recognized the benefits that English rule might bring to the local population. The discussion concluded with uncertainty about the future and the potential impact of English rule on the people.|"[""1. What did Ramdass find strange about the Brahmins' support for rulers who have taken many lives?\nA) They were unaware of the rulers' actions\nB) They were influenced by the rulers' wealth\nC) They valued all life but supported violent rulers\nD) They were forced to support the rulers\nE) They were against violence but supported warfare"", ""2. In which regions did Ramdass mention oppression and conflict among rulers besides the Deccan?\nA) Punjab and Gujarat\nB) Assam and Rajasthan\nC) Nizam's dominions and Mysore\nD) Hyderabad and Kashmir\nE) Jaipur and Lucknow"", '3. How did Ramdass contrast English rule in Bombay with the actions of local princes?\nA) English rule was harsh and violent\nB) Local princes were reluctant to go to war\nC) Local princes engaged in warfare\nD) English rule supported conflict among rulers\nE) Local princes valued peace over war', '4. What strategy did Ramdass discuss regarding English support for a friendly prince in Poonah?\nA) To create division among English rulers\nB) To prevent threats from other powerful rulers\nC) To conquer neighboring regions\nD) To establish a new kingdom\nE) To form an alliance with the Mahrattas', '5. What did Soyera express skepticism about regarding the English defeating the Mahrattas?\nA) Their military strength\nB) Their lack of resources\nC) Their willingness to surrender\nD) Their history of peace\nE) Their support from other rulers', '6. How did the discussion conclude regarding the potential impact of English rule on the people?\nA) With certainty about a positive future\nB) With fear of oppression\nC) With skepticism about the benefits\nD) With uncertainty about the future\nE) With hope for a peaceful transition']"|"['C) They valued all life but supported violent rulers', ""C) Nizam's dominions and Mysore"", 'C) Local princes engaged in warfare', 'B) To prevent threats from other powerful rulers', 'A) Their military strength', 'D) With uncertainty about the future']"
Delay and inactivity, a result of incompetence and divided leaders, had taken place. Colonel Egerton resigned due to illness and was replaced by Lieutenant Colonel Cockburn. By January 9th, they were near Poona with three weeks of provisions. Skirmishes occurred, but with no clear outcome. Mr. Carnac, close to Poona, suggested a retreat, opposed by Captain Hartley and Mr. Holmes. Cockburn believed they could reach Poona but not protect the baggage. Despite pleas, Carnac insisted on retreat. On January 11th, they destroyed guns and supplies and began retreating. Attacked by Mahrattas, they held their ground. Hartley's troops were reinforced and repelled attacks. The next day, they were surrounded, but Hartley's men defended well. Negotiations with the enemy led to demands for surrender and territory concessions. The loss was significant, with European officers among the casualties.|"[""1. What was the reason for Colonel Egerton's resignation?\nA) Skirmishes with the enemy\nB) Illness\nC) Lack of provisions\nD) Division among leaders\nE) Retreat suggestion"", '2. Who replaced Colonel Egerton after his resignation?\nA) Mr. Carnac\nB) Captain Hartley\nC) Lieutenant Colonel Cockburn\nD) Mr. Holmes\nE) Mahrattas', '3. What was the main point of disagreement between Mr. Carnac and Captain Hartley?\nA) Retreat suggestion\nB) Negotiations with the enemy\nC) Territory concessions\nD) Destruction of guns and supplies\nE) Reinforcement of troops', '4. What did Lieutenant Colonel Cockburn believe about reaching Poona?\nA) It was impossible\nB) It was possible but risky\nC) It was easy\nD) It required reinforcements\nE) It was unnecessary', ""5. How did Hartley's troops respond to the attacks by the Mahrattas?\nA) Surrendered immediately\nB) Retreated\nC) Held their ground and defended well\nD) Negotiated for peace\nE) Attacked the enemy"", '6. What were the consequences of the negotiations with the enemy?\nA) Victory for the British forces\nB) Surrender and territory concessions\nC) Retreat of the Mahrattas\nD) Reinforcement of European officers\nE) Destruction of enemy supplies']"|['B) Illness', 'C) Lieutenant Colonel Cockburn', 'A) Retreat suggestion', 'B) It was possible but risky', 'C) Held their ground and defended well', 'B) Surrender and territory concessions']
In the historical events of the Mahratta War, there was a significant disagreement between Cockburn and Captain Hartley regarding the feasibility of a retreat. Despite Hartley's proposed plan, the committee decided to send Mr. Holmes to finalize a treaty they never intended to honor. Scindia took a leading role in negotiations, overshadowing Nana Furnuwees. The situation changed when Colonel Goddard's forces from Bengal arrived, altering the power dynamics. General Goddard engaged in negotiations with Nana Furnuwees, eventually capturing Dubhoy and securing a treaty. Scindia switched sides once again, prompting a confrontation with Goddard's forces. Despite initial skirmishes, Goddard's strategic decisions led to successful engagements against the Mahrattas. The conflict continued until peace was achieved in 1782, followed by an alliance between the Mahrattas, the Nizam, and the British against Mysore in 1784. Meanwhile, Harry Lindsay, now known as Puntojee, lived incognito on Ramdass' farm, concealing his true identity effectively.|"['1. What significant disagreement arose between Cockburn and Captain Hartley during the Mahratta War?\nA) The choice of negotiation tactics\nB) The feasibility of a retreat\nC) The alliance with Scindia\nD) The role of Colonel Goddard\nE) The involvement of Mr. Holmes', '2. Who did the committee decide to send to finalize a treaty they never intended to honor?\nA) Scindia\nB) Nana Furnuwees\nC) Harry Lindsay\nD) Mr. Holmes\nE) Colonel Goddard', ""3. What altered the power dynamics in the Mahratta War when Colonel Goddard's forces arrived?\nA) Scindia's negotiation skills\nB) Nana Furnuwees' leadership\nC) Mr. Holmes' intervention\nD) Captain Hartley's retreat plan\nE) Colonel Goddard's forces from Bengal"", ""4. What prompted a confrontation between Scindia and General Goddard's forces?\nA) Nana Furnuwees' negotiations\nB) Mr. Holmes' treaty\nC) Scindia switching sides\nD) Cockburn's disagreement\nE) Harry Lindsay's incognito life"", '5. What strategic decisions by General Goddard led to successful engagements against the Mahrattas?\nA) Retreat and surrender\nB) Open confrontation\nC) Skirmishes and conflicts\nD) Negotiations and alliances\nE) Tactical maneuvers', '6. When was peace achieved in the Mahratta War, leading to an alliance against Mysore in 1784?\nA) 1782\nB) 1784\nC) 1786\nD) 1788\nE) 1790']"|"['B) The feasibility of a retreat', 'D) Mr. Holmes', ""E) Colonel Goddard's forces from Bengal"", 'C) Scindia switching sides', 'E) Tactical maneuvers', 'A) 1782']"
The boy, Harry Lindsay, was raised by Soyera, who kept his English heritage a secret to protect him. She explained that revealing his true identity could endanger his life due to potential conflicts with the English. Despite the news, Harry struggled with the idea of leaving Soyera, who had been like a mother to him. Soyera emphasized the importance of Harry embracing his English roots and joining his own people who were honorable and held great knowledge. Although Harry was initially hesitant about this future, he understood the need to grow strong and brave like his father before reuniting with his countrymen. Harry's internal conflict led him to withdraw from his friends briefly, contemplating the significant changes ahead. Soyera encouraged him to remain active and alert, preparing for the day when he would be ready to embrace his true identity.|"[""1. What did Soyera keep a secret from Harry?\nA) His favorite food\nB) His true identity and English heritage\nC) His birthday\nD) His pet's name\nE) His school grades"", '2. Why did Soyera warn Harry about revealing his true identity?\nA) To protect him from bullies\nB) To prevent him from leaving her\nC) To keep him safe from potential conflicts with the English\nD) To make him feel special\nE) To help him embrace his heritage', '3. How did Harry feel about the idea of leaving Soyera?\nA) Excited\nB) Relieved\nC) Sad\nD) Indifferent\nE) Happy', '4. What did Soyera emphasize to Harry about his English roots?\nA) They were unimportant\nB) They were dangerous\nC) They were dishonorable\nD) They were valuable and honorable\nE) They were insignificant', '5. Why did Harry understand the need to grow strong and brave?\nA) To impress his friends\nB) To become a warrior like his father\nC) To leave Soyera forever\nD) To ignore his English heritage\nE) To avoid his countrymen', '6. How did Soyera encourage Harry to prepare for embracing his true identity?\nA) By telling him to ignore his past\nB) By advising him to withdraw from society\nC) By urging him to remain active and alert\nD) By asking him to forget his English roots\nE) By suggesting he never reveal his true identity']"|['B) His true identity and English heritage', 'C) To keep him safe from potential conflicts with the English', 'C) Sad', 'D) They were valuable and honorable', 'B) To become a warrior like his father', 'C) By urging him to remain active and alert']
In the passage, Harry's guardian, Soyera, advises him to leave his village to learn valuable skills and become strong to impress his countrymen. She emphasizes the importance of exercise and outdoor activities to build strength and courage, similar to the English who excel in endurance. Soyera encourages Harry to embrace fatigues, learn the use of arms, and adopt the Christian religion to fit in better with his English heritage. Harry dedicates himself to training with Sufder and old soldiers, practicing sword fighting, spear throwing, musket shooting, and pistol handling. Soyera decides that Harry should not reveal his English heritage until he is older to avoid being treated as a mere peasant by his countrymen.|"['1. What does Soyera advise Harry to do in order to impress his countrymen?\nA) Stay in his village and continue as he is\nB) Embrace fatigues and outdoor activities\nC) Avoid exercise and physical training\nD) Learn the use of arms and adopt a new language\nE) Give up on his English heritage completely', '2. What skills does Harry dedicate himself to training in?\nA) Cooking and farming\nB) Singing and dancing\nC) Sword fighting and spear throwing\nD) Painting and sculpting\nE) Reading and writing poetry', ""3. Why does Soyera suggest that Harry should not reveal his English heritage until he is older?\nA) To avoid impressing his countrymen too much\nB) To fit in better with his English heritage\nC) To be treated as a mere peasant by his countrymen\nD) To embrace his countrymen's culture fully\nE) To avoid being judged for his heritage"", ""4. What is one of the reasons Soyera encourages Harry to adopt the Christian religion?\nA) To impress his countrymen with his knowledge\nB) To fit in better with his English heritage\nC) To rebel against his countrymen's beliefs\nD) To distance himself from his heritage\nE) To avoid exercise and physical training"", '5. Who does Harry train with to improve his skills?\nA) Young children in the village\nB) Farmers and fishermen\nC) Sufder and old soldiers\nD) Foreign travelers passing through\nE) Religious leaders in the village', '6. What activities does Soyera emphasize for Harry to build strength and courage?\nA) Indoor games and puzzles\nB) Gardening and cooking\nC) Reading and writing\nD) Exercise and outdoor activities\nE) Sleeping and resting']"|['B) Embrace fatigues and outdoor activities', 'C) Sword fighting and spear throwing', 'C) To be treated as a mere peasant by his countrymen', 'B) To fit in better with his English heritage', 'C) Sufder and old soldiers', 'D) Exercise and outdoor activities']
"""Yes, I speak English, but not like the white sahibs. We say the right words but not in the right way. When young white ladies visited, they smiled but didn't always understand. We need to speak proper English, not just good enough for an ayah. So, Sufder, Ramdass, and I decided you should go to Bombay to learn. The journey from Jooneer to Bombay was about eighty miles, taking five days. Soyera rode on maize, Ramdass and Harry walked. In Bombay, they stayed at a khan. Soyera visited a Parsee merchant she knew to retrieve her savings. She wanted Harry to learn proper English to become an English sahib."""|['1. What is the main reason Soyera, Ramdass, and Sufder decided Harry should go to Bombay?\nA) To visit a Parsee merchant\nB) To ride on maize\nC) To learn proper English\nD) To meet young white ladies\nE) To take a five-day journey', '2. How did Soyera, Ramdass, and Harry travel from Jooneer to Bombay?\nA) By train\nB) By walking\nC) By boat\nD) By horse\nE) By car', '3. Who stayed at a khan in Bombay?\nA) Sufder\nB) Ramdass\nC) Harry\nD) Soyera\nE) Jooneer', '4. What did Soyera want Harry to learn in Bombay?\nA) Proper English\nB) Hindi\nC) Mathematics\nD) Cooking\nE) Dancing', '5. Why did Soyera visit a Parsee merchant in Bombay?\nA) To buy new clothes\nB) To learn a new language\nC) To retrieve her savings\nD) To find a job\nE) To book a hotel room', '6. What was the duration of the journey from Jooneer to Bombay?\nA) Three days\nB) Five days\nC) One week\nD) Ten days\nE) Two weeks']|['C) To learn proper English', 'B) By walking', 'D) Soyera', 'A) Proper English', 'C) To retrieve her savings', 'B) Five days']
