generated_passage|Question|Answer
In the magical land of Oz, Glinda the Good Sorceress sat in her palace court with her maids of honor. The palace was grand, made of rare marbles with tinkling fountains and a view of rose-hued fields and fruit-bearing trees. As her maids worked and played, an object approached the castle gate, carrying Princess Ozma and Dorothy. Dressed in simple white gowns, they arrived for a visit. Ozma and Dorothy, carefree and joyful, were welcomed warmly by Glinda. They discussed the happiness of the people and the welfare of the land. Glinda's most prized possession was a Record Book that magically recorded events worldwide. Dorothy, intrigued by the Book, discovered information about the mysterious Skeezers, a place unknown to many in the Land of Oz.|"[""1. What is the setting of the passage?\nA) A bustling marketplace\nB) Glinda's palace in Oz\nC) A dark and gloomy forest\nD) A windy desert\nE) A snowy mountain top"", ""2. Who arrived at Glinda's palace in the passage?\nA) The Wicked Witch\nB) Glinda's maids of honor\nC) Princess Ozma and Dorothy\nD) The Wizard of Oz\nE) The Tin Woodman"", '3. How did Glinda welcome Princess Ozma and Dorothy?\nA) With suspicion\nB) With indifference\nC) With warmth\nD) With hostility\nE) With anger', '4. What did Glinda possess that intrigued Dorothy in the passage?\nA) A magic wand\nB) A flying broomstick\nC) A crystal ball\nD) A Record Book\nE) A potion of invisibility', ""5. What did Dorothy discover about the Skeezers from Glinda's Record Book?\nA) They were powerful sorcerers\nB) They were enemies of Oz\nC) They were skilled craftsmen\nD) They were mysterious and unknown\nE) They were friendly neighbors"", '6. What did Glinda and the visitors discuss during their meeting?\nA) The weather\nB) The happiness of the people and the welfare of the land\nC) The latest fashion trends\nD) The best magical spells\nE) The tastiest desserts in Oz']"|"[""B) Glinda's palace in Oz"", 'C) Princess Ozma and Dorothy', 'C) With warmth', 'D) A Record Book', 'D) They were mysterious and unknown', 'B) The happiness of the people and the welfare of the land']"
In the Land of Oz, an impending conflict between the Skeezers and the Flatheads has caught the attention of Dorothy and the Sorceress. The Skeezers, who live on a Magic Isle in a lake, and the Flatheads, residing in a mountain basin, are mysterious tribes with magical abilities. Concerned about the potential trouble, Ozma, the Ruler of Oz, feels it is her duty to ensure the well-being of all her subjects, even those unknown to her. Despite the Sorceress's warning of potential danger, Ozma remains determined to intervene and prevent the conflict. Dorothy raises concerns about Ozma's safety, but the Princess remains optimistic that diplomacy and reason may prevail in resolving the dispute peacefully. The unknown territories of the Skeezers and Flatheads present a new challenge for Ozma's rule, testing her resolve to maintain peace and harmony throughout her kingdom.|"[""1. What is the main reason for Ozma's concern in the text?\nA) A mysterious conflict between two tribes\nB) Dorothy's safety\nC) The Sorceress's warning\nD) The well-being of the Skeezers\nE) Intervening in magical abilities"", ""2. Why does Dorothy raise concerns about Ozma's safety?\nA) The Skeezers' magical abilities\nB) The potential danger warned by the Sorceress\nC) The conflict between the Skeezers and Flatheads\nD) Ozma's determination to intervene\nE) Diplomacy and reason prevailing"", ""3. What does Ozma believe may help resolve the conflict peacefully?\nA) Dorothy's concerns\nB) Ozma's safety precautions\nC) The Sorceress's warning\nD) Diplomacy and reason\nE) The well-being of her subjects"", ""4. What is the new challenge presented to Ozma's rule in the text?\nA) The conflict between the Skeezers and Flatheads\nB) Testing Dorothy's resolve\nC) The Sorceress's warning\nD) Ozma's determination to intervene\nE) The well-being of the Skeezers"", ""5. Why does Ozma feel it is her duty to intervene in the potential conflict?\nA) To protect Dorothy\nB) To ensure the well-being of the Skeezers\nC) To test the Sorceress's warning\nD) To maintain peace and harmony in her kingdom\nE) To challenge the Flatheads' magical abilities"", ""6. What is Dorothy's attitude towards the potential conflict between the Skeezers and Flatheads?\nA) Concerned and worried\nB) Optimistic and hopeful\nC) Indifferent and uninterested\nD) Fearful and anxious\nE) Supportive and encouraging""]"|['A) A mysterious conflict between two tribes', 'B) The potential danger warned by the Sorceress', 'D) Diplomacy and reason', 'A) The conflict between the Skeezers and Flatheads', 'D) To maintain peace and harmony in her kingdom', 'B) Optimistic and hopeful']
The soldier with the green whiskers is afraid of his gun and wouldn't fight. One soldier can't face two hundred and one Flatheads and Skeezers. Glinda suggested sending the Wizard of Oz to tell them fighting is against Oz laws. If they refuse, Glinda would have to punish them. Ozma decided to go peacefully to settle the dispute. Glinda thought it best for Ozma to go alone as she could win hearts with her presence. Ozma agreed, believing she could handle the situation kindly. Glinda was unsure but saw no better way. Ozma wanted to leave immediately to prevent war. Dorothy, not a fairy, might face serious dangers. Ozma and Dorothy would head to the Emerald City and prepare to leave the next day.|"['1. What is the reason Glinda suggests sending the Wizard of Oz to the Flatheads and Skeezers?\nA) To start a war\nB) To punish them\nC) To negotiate peacefully\nD) To scare them\nE) To challenge them', '2. Why did Glinda think it best for Ozma to go alone to the Flatheads and Skeezers?\nA) To avoid punishment\nB) To show off her powers\nC) To prevent war\nD) To make a statement\nE) To increase her popularity', ""3. What was Ozma's attitude towards handling the situation with the Flatheads and Skeezers?\nA) Aggressive\nB) Fearful\nC) Peaceful\nD) Indifferent\nE) Uninterested"", ""4. Why did Glinda initially have doubts about Ozma going alone to the Emerald City?\nA) Lack of confidence in Ozma\nB) Fear of the Flatheads and Skeezers\nC) Concern for Ozma's safety\nD) Desire for power\nE) Dislike for the Wizard of Oz"", ""5. What was Ozma's main reason for wanting to leave immediately to settle the dispute?\nA) To start a war\nB) To seek revenge\nC) To prevent war\nD) To show off her powers\nE) To challenge Glinda"", '6. Why did Glinda believe that Dorothy might face serious dangers?\nA) Lack of experience\nB) Lack of courage\nC) Lack of magical powers\nD) Unpopularity\nE) Lack of knowledge about Oz laws']"|"['C) To negotiate peacefully', 'C) To prevent war', 'C) Peaceful', ""C) Concern for Ozma's safety"", 'C) To prevent war', 'A) Lack of experience']"
Dorothy's life in Oz, as a Princess under Ozma's protection, shielded her from harm. However, being mortal, she was still vulnerable to danger. To safeguard her, Glinda gave Dorothy a ring that would alert her in times of peril. With the ring on her finger, Dorothy embarked on a journey with Ozma, accompanied by the intelligent Scarecrow. Their destination was the remote Gillikin Country, a mysterious land in the northwestern part of Oz. Dorothy, bound by secrecy, refrained from sharing details with her friends Trot and Betsy. As they set off in the Red Wagon with the magical Sawhorse, the adventure to the Lake of the Skeezers began, with the Scarecrow assuming temporary leadership in Ozma's absence.|"['1. What did Glinda give Dorothy to protect her from danger?\nA) A necklace\nB) A ring\nC) A bracelet\nD) A tiara\nE) A brooch', '2. Where did Dorothy, Ozma, and the Scarecrow plan to travel to?\nA) Munchkin Country\nB) Quadling Country\nC) Gillikin Country\nD) Winkie Country\nE) Emerald City', '3. Who accompanied Dorothy and Ozma on their journey to the Lake of the Skeezers?\nA) Tin Woodman\nB) Cowardly Lion\nC) Sawhorse\nD) Jack Pumpkinhead\nE) Wizard of Oz', ""4. Who assumed temporary leadership in Ozma's absence during the journey?\nA) Scarecrow\nB) Dorothy\nC) Glinda\nD) Trot\nE) Betsy"", '5. Why did Dorothy refrain from sharing details of the journey with Trot and Betsy?\nA) They were not interested\nB) They were busy with their own adventures\nC) Dorothy did not trust them\nD) It was a secret mission\nE) They were forbidden from knowing', '6. What was the mode of transportation used by Dorothy, Ozma, and the Scarecrow on their journey?\nA) Yellow Brick Road\nB) Magic Carpet\nC) Red Wagon\nD) Flying Monkeys\nE) Silver Shoes']"|['B) A ring', 'C) Gillikin Country', 'C) Sawhorse', 'A) Scarecrow', 'D) It was a secret mission', 'C) Red Wagon']
Ozma apologized to Dorothy as they rode in the Red Wagon, expressing regret for not knowing more about the Land of Oz due to her duties at the palace. Dorothy reassured her that they would learn about the Skeezers and Flatheads on their journey. Dorothy, equipped with the Nome King's Magic Belt and Glinda's Magic Ring, and Ozma with her Silver Wand, ventured northward on the Sawhorse. As they encountered a web-like barrier woven by giant spiders, they navigated through it, only to be confronted by the Spider King. The Spider King attempted to capture them, but Dorothy's Magic Belt protected her. Ozma used her Silver Wand to ward off the Spider King's attack. The Spider King challenged them to escape the magic web his people had created. Ozma realized the extent of magic in the land and the defiance of her laws by the spiders.|"[""1. What did Ozma apologize to Dorothy for?\nA) Not bringing enough supplies for the journey\nB) Not knowing more about the Land of Oz\nC) Not warning Dorothy about the giant spiders\nD) Not having her Silver Wand with her\nE) Not bringing Glinda's Magic Ring"", '2. What reassurance did Dorothy give to Ozma?\nA) They would never make it to the Skeezers and Flatheads\nB) They would be captured by the Spider King\nC) They would learn about the Skeezers and Flatheads on their journey\nD) They would run out of magic supplies\nE) They would turn back to the palace', ""3. What magic items did Dorothy have with her on the journey?\nA) Silver Wand and Glinda's Magic Ring\nB) Silver Wand and Sawhorse\nC) Magic Belt and Silver Wand\nD) Nome King's Magic Belt and Silver Wand\nE) Magic Belt and Giant Spiders"", ""4. How did Dorothy navigate through the web-like barrier?\nA) By using the Sawhorse\nB) By using Glinda's Magic Ring\nC) By using the Nome King's Magic Belt\nD) By using the Silver Wand\nE) By using her hands"", ""5. What did Ozma use her Silver Wand for?\nA) To capture the Spider King\nB) To ward off the Spider King's attack\nC) To create a magic web\nD) To challenge the Spider King\nE) To apologize to Dorothy"", ""6. What did Ozma realize about the spiders and their magic?\nA) They were friendly creatures\nB) They obeyed all of Ozma's laws\nC) They were in defiance of her laws\nD) They were scared of the Silver Wand\nE) They were allies of the Skeezers and Flatheads""]"|"['B) Not knowing more about the Land of Oz', 'C) They would learn about the Skeezers and Flatheads on their journey', 'C) Magic Belt and Silver Wand', ""C) By using the Nome King's Magic Belt"", ""B) To ward off the Spider King's attack"", 'C) They were in defiance of her laws']"
Ozma and Dorothy found a web of great strength that blocked their path. Despite its delicate appearance, it resisted all their attempts to break through. As they explored further, they stumbled upon a shallow pool with a green crab. Dorothy noticed the crab's sharp claws and had an idea. The crab offered to cut the web in exchange for being turned white, as white crabs were rare and feared by the purple spiders in the area. Ozma used her magic wand to turn the crab white, and it slowly cut through the web. They barely escaped the pursuing spiders and reached the top of a hill overlooking a mist-filled valley. Ozma called out to the Mist Maids, fairy-like creatures who appeared from the mist to embrace them and swiftly transport them to the other side of the hill.|['1. What did Dorothy notice about the crab that gave her an idea?\nA) Its green color\nB) Its sharp claws\nC) Its small size\nD) Its friendly demeanor\nE) Its quick movements', '2. How did the crab offer to help Ozma and Dorothy?\nA) By offering them food\nB) By showing them a secret passage\nC) By turning white\nD) By creating a distraction\nE) By building a bridge', '3. What did Ozma use to turn the crab white?\nA) A sword\nB) A potion\nC) A magic wand\nD) A spellbook\nE) A shield', '4. Why were white crabs feared by the purple spiders in the area?\nA) Because they were poisonous\nB) Because they were fast runners\nC) Because they could fly\nD) Because they were rare\nE) Because they were loud', '5. How did the Mist Maids help Ozma and Dorothy?\nA) By giving them a map\nB) By teaching them a spell\nC) By providing them with food\nD) By embracing them\nE) By singing a song', '6. Where did Ozma and Dorothy end up after being transported by the Mist Maids?\nA) In a dark cave\nB) In a deep forest\nC) On a sunny beach\nD) On the other side of the hill\nE) In a crowded city']|['B) Its sharp claws', 'C) By turning white', 'C) A magic wand', 'D) Because they were rare', 'D) By embracing them', 'D) On the other side of the hill']
They climbed the bank and discovered a beautiful plain stretching for miles. Fragrant wildflowers dotted the grass, bushes bore blossoms and fruits, and stately trees enhanced the landscape. Despite the beauty, there were no signs of life. A row of palms bordered the plain, with a peculiar hill rising like a mountain. The sides were steep, oblong, and flat-topped. Ozma suggested camping as night fell before reaching the hill. With a wave of her silver wand, a tent appeared, furnished with a table set for two, beds, and lamps. Dorothy marveled at the magic, wishing everyone had such powers. Ozma explained that the joy of life comes from working hard and helping others, not just fulfilling desires with magic.|['1. What did the characters discover after climbing the bank?\nA) A dense forest\nB) A vast ocean\nC) A beautiful plain\nD) A rocky mountain\nE) A barren desert', '2. What adorned the grass on the plain?\nA) Thorny bushes\nB) Fragrant wildflowers\nC) Poisonous mushrooms\nD) Dry cacti\nE) Tall grass', '3. What did the stately trees do to the landscape?\nA) Ruin it\nB) Enhance it\nC) Hide it\nD) Darken it\nE) Pollute it', '4. What bordered the plain in the story?\nA) A river\nB) A row of palms\nC) A mountain range\nD) A desert\nE) A forest', '5. What did Ozma conjure up with her silver wand?\nA) A boat\nB) A castle\nC) A tent\nD) A bridge\nE) A carriage', '6. What did Ozma explain about the joy of life?\nA) It comes from fulfilling desires with magic\nB) It comes from working hard and helping others\nC) It comes from isolation\nD) It comes from laziness\nE) It comes from material possessions']|['C) A beautiful plain', 'B) Fragrant wildflowers', 'B) Enhance it', 'B) A row of palms', 'C) A tent', 'B) It comes from working hard and helping others']
"""Yes, it is truly amazing,"" she agreed. ""Not all fairies possess that kind of magic, but some fairies have abilities that truly astound me. I believe this is what keeps us humble and modest - the knowledge that our magical talents are unique to each of us. I'm happy that I don't know everything, Dorothy, and that there are still mysteries in nature and intellect that leave me in awe."" Dorothy didn't fully grasp this concept, so she remained silent on the matter. Soon, they witnessed another marvel as their entire dining setup vanished in an instant. After an hour of storytelling and discussions, bedtime arrived. They settled into their cozy beds and quickly drifted off to sleep. As the morning sun illuminated the flat mountain, Dorothy and Ozma understood the long journey that lay ahead. They were greeted with a delightful breakfast before setting off towards the mountain. Glancing back, Dorothy noticed the fairy tent had vanished entirely. ""Glinda uses a stork chariot for travel,"" explained Ozma, ""but even she cannot conjure up all modes of transportation. Remember what I told you - no one possesses all powers."" ""I guess I should know that after living in Oz for so long,"" replied Dorothy, ""but since I can't perform any magic, I find it hard to comprehend how you, Glinda, and the Wizard do it."" They trekked a considerable distance around the mountain until they stumbled upon an entrance carved into the rock wall. This ar"|"['1. What keeps fairies humble and modest according to the passage?\nA) Their knowledge of everything\nB) Their ability to perform all types of magic\nC) The uniqueness of their magical talents\nD) Their desire to show off their magic\nE) Their lack of magical abilities', ""2. Why did Dorothy remain silent on the matter of fairies' magical abilities?\nA) She was uninterested in the topic\nB) She fully grasped the concept\nC) She was amazed by the fairies' magic\nD) She was confused by the concept\nE) She was tired and wanted to sleep"", '3. What happened to their dining setup in the passage?\nA) It transformed into something else\nB) It disappeared in an instant\nC) It caught on fire\nD) It grew larger\nE) It was carried away by a stork', '4. How did Dorothy and Ozma spend their bedtime in the passage?\nA) They stayed up all night discussing\nB) They went for a walk\nC) They settled into cozy beds and slept\nD) They performed magic tricks\nE) They watched the sunrise', ""5. What did Dorothy notice had vanished entirely as they set off towards the mountain?\nA) The fairy tent\nB) The stork chariot\nC) The flat mountain\nD) Glinda's magic wand\nE) The Wizard's hat"", ""6. Why did Dorothy find it hard to comprehend how the fairies, Glinda, and the Wizard perform magic?\nA) She was jealous of their abilities\nB) She had never seen magic before\nC) She couldn't believe in magic\nD) She couldn't perform any magic herself\nE) She thought magic was easy to do""]"|"['C) The uniqueness of their magical talents', 'D) She was confused by the concept', 'B) It disappeared in an instant', 'C) They settled into cozy beds and slept', 'A) The fairy tent', ""D) She couldn't perform any magic herself""]"
"""I believe I understand why the wall is invisible,"" she explained later. ""The Flatheads need to use the stairs to move up and down the mountain. If the wall was visible, strangers could easily find a way around it, rendering the wall useless. So, the Flatheads cleverly made the wall invisible to trap anyone who tried to pass. The wall must be thick and high, impossible to break through. Those who encounter it are forced to turn back."" Ozma and Dorothy navigated the invisible wall and found themselves in a passage with stairs that twisted and turned. Ozma's wand illuminated their path. The Flatheads had a unique way of alerting each other of intruders with ringing bells. Dorothy marveled at their cleverness and magic, feeling a mix of anxiety and fascination. As they emerged from the passage, they were met by a peculiar group of Flatheads with flat heads, big ears, and violet eyes, leaving Dorothy and Ozma in awe."|"[""1. Why did the Flatheads make the wall invisible?\nA) To confuse intruders\nB) To trap anyone who tried to pass\nC) To hide their village\nD) To make the mountain look empty\nE) To test the visitors' intelligence"", ""2. How did Ozma and Dorothy navigate the invisible wall?\nA) They climbed over it\nB) They found a secret door\nC) They used Ozma's wand to illuminate the path\nD) They followed a map\nE) They asked the Flatheads for help"", '3. What unique method did the Flatheads use to alert each other of intruders?\nA) Sending smoke signals\nB) Ringing bells\nC) Lighting torches\nD) Blowing horns\nE) Sending carrier pigeons', ""4. How did Dorothy feel as she marveled at the Flatheads' cleverness and magic?\nA) Fearful\nB) Annoyed\nC) Amused\nD) Anxious and fascinated\nE) Indifferent"", '5. What did Dorothy and Ozma encounter as they emerged from the passage?\nA) A group of witches\nB) A group of talking animals\nC) A peculiar group of Flatheads with flat heads, big ears, and violet eyes\nD) A dragon guarding the exit\nE) A hidden treasure chest', '6. How did Dorothy and Ozma feel upon meeting the peculiar group of Flatheads?\nA) Terrified\nB) Confused\nC) Angry\nD) In awe\nE) Disgusted']"|"['B) To trap anyone who tried to pass', ""C) They used Ozma's wand to illuminate the path"", 'B) Ringing bells', 'D) Anxious and fascinated', 'C) A peculiar group of Flatheads with flat heads, big ears, and violet eyes', 'D) In awe']"
The costumes of the Flatheads were unique, made from metals found in their mountain. They cleverly crafted small discs of gold, silver, tin, and iron into trousers, jackets, skirts, and waists. The colorful metals were arranged in stripes and checks, creating gorgeous outfits resembling knights' armor. When the Flatheads realized the intruders were just two girls, they relaxed and allowed them to see the mountain's saucer-like peak. Led by a Flathead, Ozma and Dorothy were taken to meet the Supreme Dictator in the palace at the center of the saucer. The Dictator, distinguishable by his cunning expression, explained their democratic system where he is elected yearly as the Supreme Dictator. His nickname, Su-dic, stands for Supreme Dictator. He dismissed the guard to speak with the girls, revealing his knowledge of them and Ozma's reputation.|"[""1. What were the Flatheads' costumes made of?\nA) Feathers\nB) Metals\nC) Leather\nD) Silk\nE) Wool"", '2. How did the Flatheads arrange the colorful metals on their costumes?\nA) Dots and lines\nB) Spirals and swirls\nC) Stripes and checks\nD) Circles and squares\nE) Waves and zigzags', ""3. What did the Flatheads allow the two girls to see after realizing they were not intruders?\nA) Secret treasure\nB) Magic potion\nC) Mountain's saucer-like peak\nD) Underground cave\nE) Flying horses"", ""4. How often is the Supreme Dictator elected in the Flatheads' democratic system?\nA) Monthly\nB) Quarterly\nC) Yearly\nD) Every four years\nE) Every decade"", '5. What is the nickname of the Supreme Dictator?\nA) King\nB) Ruler\nC) Leader\nD) Su-dic\nE) Chief', '6. How did the Supreme Dictator show his knowledge of Ozma and Dorothy?\nA) By reading their minds\nB) By asking questions\nC) By consulting a crystal ball\nD) By dismissing the guard\nE) By revealing their reputation']"|"['B) Metals', 'C) Stripes and checks', ""C) Mountain's saucer-like peak"", 'C) Yearly', 'D) Su-dic', 'E) By revealing their reputation']"
