generated_passage|Question|Answer
Voices could be heard around the area, with the lilacs nodding over the tall wall as if they hinted at secrets they could share. The mullein by the gate hurried to peek through the keyhole to see what was happening inside. A peculiar sight awaited anyone who might have looked through the keyhole on a June day; a party was being prepared. A wide walkway paved with dark stones led from the gate to the porch, bordered by tall bushes forming a green roof. Neglected flowers and wild weeds covered the walls, creating a beautiful tapestry. A board covered with a shawl held a miniature tea set, though slightly worn. Thirteen dolls in full dress lay on the seats, waiting for the festivities to begin. A fourteenth doll hung from the door knocker, dressed in yellow calico, awaiting a grand ball for her seventh birthday. Two girls approached, one with a pitcher and the other carrying a basket. They were not twins, but looked alike, with sunburnt faces and braided hair. Betty ran to embrace the suspended doll, exclaiming her beauty, while the girls enjoyed the fragrance of the cake in the basket.|['1. What could be heard around the area in the text passage?\nA) Birds chirping\nB) Voices\nC) Music playing\nD) Cars honking\nE) Dogs barking', '2. What were the lilacs doing over the tall wall?\nA) Singing\nB) Dancing\nC) Nodding\nD) Sleeping\nE) Laughing', '3. What was the mullein doing by the gate in the text passage?\nA) Sleeping\nB) Playing\nC) Singing\nD) Dancing\nE) Peeking through the keyhole', '4. What awaited anyone who might have looked through the keyhole on a June day?\nA) A circus\nB) A party\nC) A market\nD) A funeral\nE) A wedding', '5. What covered the walls in the text passage?\nA) Paintings\nB) Neglected flowers and wild weeds\nC) Mirrors\nD) Posters\nE) Curtains', '6. What were the two girls carrying in the text passage?\nA) Books\nB) Toys\nC) Umbrellas\nD) A pitcher and a basket\nE) Flowers']|['B) Voices', 'C) Nodding', 'E) Peeking through the keyhole', 'B) A party', 'B) Neglected flowers and wild weeds', 'D) A pitcher and a basket']
Betty and Bab were busy setting up a doll tea party. They carefully arranged the dolls around the table, struggling to make them sit properly. Belinda, the queen doll, sat at the head with elegance, while Josephus, her cousin, took the foot of the table in a mismatched outfit. The dolls in various costumes created a colorful and lively scene. Bab then brought out some stale cookies for the party, apologizing for the lack of milk in the tea. As they waited for the tea to brew and the cake to cool, Betty and Bab sat down to rest. They chatted about exploring their house soon, excited to see hidden treasures like old clothes and a spinning wheel. Despite their occasional disagreements, the two friends always found common ground in their shared adventures.|['1. What were Betty and Bab setting up?\nA) A lemonade stand\nB) A doll tea party\nC) A puppet show\nD) A board game night\nE) A science experiment', '2. Who sat at the head of the table with elegance?\nA) Josephus\nB) Bab\nC) Belinda\nD) Betty\nE) None of the above', '3. What did Bab bring out for the doll tea party?\nA) Stale cookies\nB) Fresh cupcakes\nC) Chocolate bars\nD) Fruit salad\nE) Popcorn', '4. What did Betty and Bab chat about while waiting for the tea to brew?\nA) Going to the beach\nB) Exploring their house\nC) Watching a movie\nD) Playing video games\nE) Doing homework', '5. How did Betty and Bab feel about their shared adventures?\nA) Indifferent\nB) Excited\nC) Bored\nD) Annoyed\nE) Frightened', '6. What did the dolls struggle with during the tea party setup?\nA) Making conversation\nB) Sitting properly\nC) Choosing outfits\nD) Pouring tea\nE) Dancing']|['B) A doll tea party', 'C) Belinda', 'A) Stale cookies', 'B) Exploring their house', 'B) Excited', 'B) Sitting properly']
"Betty proudly exclaimed, ""Not many would leave kids alone with a cake and expect it untouched,"" as they headed to the spring, each with a tin pail. Sadly, upon their return, they found their dolls face down, and the cake missing. Bab raced on, while Betty turned back, water splashing from her forgotten pail. They searched but found no thief. A live dog resembling a China poodle appeared, astonishing the girls with tricks. The dog waltzed, sat up, and even took his tail in his mouth. After some barking, the dog vanished. The cake mysteriously reappeared on the table, untouched. Bab and Betty, amazed, cautiously touched the cake, half expecting it to vanish. They decided to pretend an earthquake caused the chaos. Betty fixed her doll Linda, jokingly calling her a ""darlin' child."""|"['1. What did Betty and Bab find upon their return from the spring?\nA) Their dolls face down and the cake missing\nB) A live dog performing tricks\nC) Their pails filled with water\nD) The cake untouched on the table\nE) A thief running away', '2. How did the girls react to the live dog resembling a China poodle?\nA) They were scared and ran away\nB) They were astonished and amazed by its tricks\nC) They scolded the dog for stealing the cake\nD) They tried to catch the dog\nE) They ignored the dog and continued their search for the thief', '3. What happened after the dog vanished?\nA) The cake disappeared again\nB) The girls found the thief\nC) The dolls came back to life\nD) The cake reappeared untouched\nE) Betty fixed her doll Linda', '4. How did Betty and Bab explain the chaos to themselves?\nA) An earthquake caused it\nB) The dog was responsible\nC) The dolls came to life\nD) A thief took the cake\nE) They had forgotten about the cake', ""5. What did Betty jokingly call her doll Linda?\nA) A thief\nB) A darlin' child\nC) A China poodle\nD) A cake eater\nE) A water splasher"", '6. How did Betty react when she fixed her doll Linda?\nA) She cried\nB) She laughed and joked\nC) She scolded the doll\nD) She blamed the dog\nE) She ignored the doll']"|"['A) Their dolls face down and the cake missing', 'B) They were astonished and amazed by its tricks', 'D) The cake reappeared untouched', 'A) An earthquake caused it', ""B) A darlin' child"", 'B) She laughed and joked']"
Betty and Bab encountered a peculiar dog that made them curious. Betty, feeling unsettled by recent events, decided to go home to tell her mother. Bab, noticing dark clouds, used it as an excuse to leave. As they left, Bab found roses on the steps, soothing their spirits. The girls planned to investigate the dog further on Monday, but the rain persisted. At school, they shared their encounter with the dog, intriguing everyone. During recess, Bab attempted to mimic the dog's tricks but ended up hurting herself. Later, they spotted the dog in the rain, looking for food. Despite their efforts, the mystery surrounding the dog and the cake incident remained unsolved, captivating their classmates and even their teacher.|"[""1. What made Betty decide to go home to tell her mother?\nA) The dark clouds\nB) Roses on the steps\nC) The dog looking for food\nD) Bab's attempt to mimic the dog's tricks\nE) The mystery surrounding the dog and the cake incident"", '2. Why did Bab use the dark clouds as an excuse to leave?\nA) Betty found roses on the steps\nB) The dog made them curious\nC) They planned to investigate the dog further\nD) Betty was feeling unsettled by recent events\nE) Bab wanted to hurt herself', ""3. What did the girls find on the steps that soothed their spirits?\nA) The dark clouds\nB) Roses\nC) The dog looking for food\nD) Bab's attempt to mimic the dog's tricks\nE) The mystery surrounding the dog and the cake incident"", ""4. Why did the rain persist, preventing the girls from investigating the dog further?\nA) Betty found roses on the steps\nB) They shared their encounter with the dog at school\nC) Bab attempted to mimic the dog's tricks\nD) The dog was looking for food\nE) The mystery surrounding the dog and the cake incident remained unsolved"", ""5. What intrigued everyone at school during recess?\nA) The dark clouds\nB) The roses on the steps\nC) The dog looking for food\nD) Bab's attempt to mimic the dog's tricks\nE) The girls' encounter with the dog"", ""6. Why were their classmates and teacher captivated by the mystery surrounding the dog and the cake incident?\nA) Betty was feeling unsettled\nB) Bab found roses on the steps\nC) The rain persisted\nD) Bab hurt herself while mimicking the dog's tricks\nE) The mystery remained unsolved""]"|"['A) The dark clouds', 'D) Betty was feeling unsettled by recent events', 'B) Roses', 'E) The mystery surrounding the dog and the cake incident remained unsolved', ""E) The girls' encounter with the dog"", 'E) The mystery remained unsolved']"
Bab grabbed her new pail and gathered all the bits and pieces, attempting to coax the sad dog into eating and feeling better. However, the dog only made it to the door and sat up, pleading with its eyes. Bab put down the pail and stepped back, feeling sorry. The girls were intrigued and sympathetic, but their kindness was not repaid as expected. The dog quickly seized the pail and ran off down the road. The children shrieked, especially Bab and Betty, who lost their pail. The bell rang for school, and the children went in, leaving the boys to investigate. After school, Bab and Betty rushed home to share their story with their mother, who consoled them. She promised to get them a new pail and then took them to see the old coach-house. The girls were delighted and explored the carriage inside. They were surprised by a bark and a voice from inside, revealing a person and a poodle. Mrs. Moss, the lodge keeper, questioned the visitor and learned about his struggles. Overwhelmed with pity, she decided to help him, wiping away tears as she spoke.|"['1. What did Bab do when she saw the sad dog?\nA) She ignored it\nB) She played with it\nC) She gathered bits and pieces to coax it into feeling better\nD) She scolded it\nE) She chased it away', ""2. How did the dog react when Bab tried to help it?\nA) It wagged its tail happily\nB) It ran away\nC) It seized the pail and ran off\nD) It licked Bab's hand\nE) It barked loudly"", '3. How did Bab feel when the dog ran off with the pail?\nA) Angry\nB) Indifferent\nC) Excited\nD) Sorry\nE) Happy', '4. Why did the children leave the boys to investigate?\nA) They were scared\nB) The boys were curious\nC) The girls had to go to school\nD) The boys were stronger\nE) The girls were tired', '5. How did Bab and Betty feel when they lost their pail?\nA) Angry\nB) Sad\nC) Happy\nD) Surprised\nE) Indifferent', ""6. What did Mrs. Moss do after hearing about the visitor's struggles?\nA) Laughed\nB) Cried\nC) Left the house\nD) Ignored him\nE) Scolded him""]"|['C) She gathered bits and pieces to coax it into feeling better', 'C) It seized the pail and ran off', 'D) Sorry', 'C) The girls had to go to school', 'B) Sad', 'B) Cried']
"""No, ma'am, and I don't think I mind. Just don't be tough on Sanch; he's been really good to me, and we're fond of each other; isn't that right, old buddy?"" answered the boy, with his arm around the dog's neck, and a worried look he hadn't shown for himself.

Bab and Betty burst into laughter when their mother mentioned that, and Ben let out a faint giggle, as if he wanted to join in if only he had the strength. But his legs trembled, and he felt a strange dizziness; so he just held onto Sancho, blinking at the light like a young owl.

""Come with me, child. Girls, go and warm the rest of the broth and fill the kettle. I'll take care of the boy,"" commanded Mrs. Moss, shooing off the children and checking the pulse of her new guest. The poodle barked shrilly, excitedly moving between the door and his master, as if he understood everything that was happening and suggested a quick journey towards promised food and shelter. Mrs. Moss got the hint and told the boy to follow her immediately, bringing his belongings with him.

""I don't have any. Some big boys took away my bundle, or else I wouldn't look so bad. There's only this. I'm sorry Sanch took it, and I'd like to give it back if I knew whose it was,"" said Ben, pulling"|"['1. What is the relationship between the boy and Sanch?\nA) They are siblings\nB) They are classmates\nC) They are fond of each other\nD) They are enemies\nE) They are neighbors', '2. How did Ben feel when Bab and Betty burst into laughter?\nA) Angry\nB) Happy\nC) Sad\nD) Indifferent\nE) Worried', '3. Why did Ben hold onto Sancho tightly?\nA) He was afraid of the light\nB) He wanted to join in the laughter\nC) He felt a strange dizziness\nD) He was feeling cold\nE) He wanted to play with Sancho', ""4. What did Mrs. Moss ask the girls to do?\nA) Check the boy's pulse\nB) Fill the kettle with water\nC) Warm the broth and fill the kettle\nD) Laugh at the boy\nE) Shoo off the children"", '5. Why did Mrs. Moss ask the boy to follow her immediately?\nA) To scold him\nB) To take care of him\nC) To feed him\nD) To play with him\nE) To punish him', '6. Why did Ben mention that some big boys took away his bundle?\nA) To show off\nB) To blame Sanch\nC) To apologize\nD) To seek help\nE) To boast about his belongings']"|['C) They are fond of each other', 'E) Worried', 'A) He was afraid of the light', 'C) Warm the broth and fill the kettle', 'B) To take care of him', 'D) To seek help']
Ben amazed everyone with his juggling skills, spinning plates in the air and balancing them on clothespins. Mrs. Moss and the children were captivated by his talent, with Mrs. Moss even willing to lend her soup tureen. Ben, although tired, performed more tricks, showcasing his unique abilities. Mrs. Moss, sensing there was more to Ben's story, urged him to share the truth. Ben hesitated, torn between trust and fear of his past. Eventually, he revealed his background in the circus, where his father was a renowned horse rider. Ben reminisced about his experiences performing with his father, sharing tales of riding horses and driving chariots. Despite the challenges he faced, Ben cherished the memories of his time in the circus, especially the support he received from Miss St. John.|"['1. What talent did Ben showcase that amazed everyone?\nA) Singing\nB) Dancing\nC) Juggling\nD) Painting\nE) Acting', ""2. Who was captivated by Ben's talent?\nA) Mr. Johnson\nB) Mrs. Smith\nC) Mrs. Moss\nD) Mr. Brown\nE) Miss Davis"", '3. What did Mrs. Moss offer to lend to Ben during his performance?\nA) Umbrella\nB) Hat\nC) Soup tureen\nD) Teapot\nE) Vase', ""4. Why did Ben hesitate to share his story with Mrs. Moss?\nA) He was tired\nB) He didn't trust her\nC) He was afraid of his past\nD) He didn't like talking about his family\nE) He wanted to keep his past a secret"", ""5. What was Ben's background in?\nA) Music\nB) Art\nC) Circus\nD) Sports\nE) Science"", '6. Who supported Ben during his time in the circus?\nA) Mr. Johnson\nB) Mrs. Moss\nC) Miss St. John\nD) Mr. Brown\nE) Mrs. Smith']"|['C) Juggling', 'C) Mrs. Moss', 'C) Soup tureen', 'C) He was afraid of his past', 'C) Circus', 'C) Miss St. John']
"""Melia, Mrs. Smithers, the ringmaster's wife, explained how names change in the circus. Her father used to be Senor Jose Montebello, and she was Master Adolphus Bloomsbury. Her father left suddenly, saying he was going to a riding school in New York and would send for her. But he never did. Ben, a former circus performer, shared his story. He was trained to do tricks and ride horses by his father. Ben refused to drink gin to stay small. After a fall, he left the circus to find his father. Unable to locate him, Ben tried to find work. He left his dog, Sancho, behind but Sancho found him and they reunited. Sancho's loyalty and cleverness won the hearts of everyone around."""|"[""1. What was Melia's original circus name?\nA) Master Adolphus Bloomsbury\nB) Senor Jose Montebello\nC) Mrs. Smithers\nD) Ben\nE) Sancho"", ""2. Why did Melia's father leave suddenly?\nA) To join a circus in New York\nB) To go to a riding school in New York\nC) To find his lost dog, Sancho\nD) To start a new life in a different city\nE) To visit his friend in another country"", '3. What did Ben refuse to drink in order to stay small?\nA) Water\nB) Milk\nC) Gin\nD) Juice\nE) Soda', '4. Why did Ben leave the circus?\nA) He was fired\nB) He wanted to find his father\nC) He got injured\nD) He was tired of performing\nE) He wanted to travel the world', '5. What did Ben leave behind when he left the circus?\nA) His horse\nB) His hat\nC) His father\nD) His dog, Sancho\nE) His circus costume', '6. What won the hearts of everyone around Ben?\nA) His circus skills\nB) His loyalty and cleverness\nC) His ability to ride horses\nD) His friendship with Mrs. Smithers\nE) His love for gin']"|['A) Master Adolphus Bloomsbury', 'B) To go to a riding school in New York', 'C) Gin', 'B) He wanted to find his father', 'D) His dog, Sancho', 'B) His loyalty and cleverness']
Tomorrow, Ben will visit the Squire to inquire about a possible job. Mrs. Moss suggests that Ben might become a chore-boy for the summer if he's capable. She believes it's a respectable job and that Ben would be happier working with cows than being disciplined himself. After a restless night due to Bab's playful antics, Ben wakes up in a cozy room with flies buzzing and the sound of hens outside. He shares a humorous moment with his dog, Sancho, before starting the day with fetching water from the well. Ben appreciates the peaceful surroundings and the warmth of his new home. The morning chores begin with Ben chopping wood, Bab washing dishes, and Betty sweeping, all supervised by Mrs. Moss. Sancho joins in the chaos, adding his own unique contributions. The morning ends with the group heading to the Squire's house, with the little girls off to school and Ben accompanying Mrs. Moss.|"['1. What is Ben planning to do tomorrow?\nA) Visit Mrs. Moss\nB) Go to school\nC) Visit the Squire\nD) Play with Sancho\nE) Go fishing', ""2. Why does Mrs. Moss suggest Ben could become a chore-boy for the summer?\nA) Because she wants him to work with cows\nB) Because he is not capable of other jobs\nC) Because it's a respectable job\nD) Because she wants to discipline him\nE) Because she wants him to stay at home"", '3. What does Mrs. Moss believe would make Ben happier?\nA) Working with cows\nB) Being disciplined\nC) Playing with Bab\nD) Going to school\nE) Sleeping all day', '4. How does Ben wake up after a restless night?\nA) In a noisy room\nB) In a cozy room\nC) In a cold room\nD) In a dark room\nE) In a messy room', '5. What does Ben appreciate about his new home?\nA) The noisy surroundings\nB) The cold atmosphere\nC) The peaceful surroundings\nD) The chaos\nE) The darkness', '6. What do the morning chores involve?\nA) Ben playing with Sancho\nB) Ben washing dishes\nC) Ben sweeping\nD) Ben chopping wood\nE) Ben going to school']"|"['C) Visit the Squire', ""C) Because it's a respectable job"", 'A) Working with cows', 'B) In a cozy room', 'C) The peaceful surroundings', 'D) Ben chopping wood']"
"""Don't be afraid, my child. I'll fix everything if you've run away. If the Squire offers you a job, thank him and work hard. You'll succeed, I'm sure,"" she whispered, ringing the bell at a side-door with ""Morris"" written on it. ""Come in!"" called a gruff voice. Ben followed the woman nervously. An old man with white hair looked over his glasses at them. ""What can you do?"" he asked. Mrs. Moss explained Ben's situation. The old man seemed interested. ""No funny business. I'm particular about my horse,"" he said. Ben joked about driving various animals. The old man liked his humor. He gave Ben a chance to work with cows. Ben laughed, and they all felt at ease. The Squire arranged for Ben to stay with Mrs. Moss and promised to check on him. Ben vowed to behave and eagerly awaited his father's return."|"['1. What did the woman whisper to Ben before ringing the bell at the side-door?\nA) ""You will never succeed.""\nB) ""Don\'t trust the Squire.""\nC) ""I\'ll fix everything if you\'ve run away.""\nD) ""You should leave immediately.""\nE) ""You are not welcome here.""', '2. Who called out ""Come in!"" when the woman rang the bell at the side-door?\nA) The Squire\nB) The woman\nC) Ben\nD) Mrs. Moss\nE) The old man with white hair', '3. What did the old man with white hair ask Ben when he looked over his glasses at them?\nA) ""What\'s your favorite animal?""\nB) ""What are you doing here?""\nC) ""What can you do?""\nD) ""Do you like cows?""\nE) ""Are you lost?""', ""4. How did the old man react to Ben's joke about driving various animals?\nA) He was offended.\nB) He was amused and liked Ben's humor.\nC) He scolded Ben.\nD) He asked Ben to leave.\nE) He ignored Ben's joke."", '5. What did the Squire arrange for Ben after meeting with him?\nA) A job at the local market\nB) A chance to work with horses\nC) A place to stay with Mrs. Moss\nD) A ticket to leave town\nE) A job at the local bakery', ""6. How did Ben feel as he awaited his father's return at the end of the passage?\nA) Anxious\nB) Excited\nC) Sad\nD) Angry\nE) Indifferent""]"|"['C) ""I\'ll fix everything if you\'ve run away.""', 'A) The Squire', 'C) ""What can you do?""', ""B) He was amused and liked Ben's humor."", 'C) A place to stay with Mrs. Moss', 'B) Excited']"
